Instance,Distance,Vehicles,Veh Time (s),Dist Time (s),Total Time (s),Timestamp
C2_n100_d100_0048.csv,1409.1,9,60.08,150.05,210.16,2026-04-29 22:28:27
C2_n100_d100_0049.csv,2019.2,21,40.03,150.04,190.17,2026-04-29 22:31:37
C2_n100_d100_0050.csv,2014.3,19,60.07,150.03,210.12,2026-04-29 22:35:07
C2_n100_d100_0051.csv,1966.6,20,40.93,150.03,190.99,2026-04-29 22:38:18
C2_n100_d100_0052.csv,2062.7,20,60.05,150.03,210.11,2026-04-29 22:41:48
C2_n100_d100_0053.csv,1954.7,19,40.03,150.04,190.1,2026-04-29 22:44:58
C2_n100_d100_0054.csv,2134.5,21,40.03,150.05,190.18,2026-04-29 22:48:09
C2_n100_d100_0055.csv,1432.9,10,60.08,150.04,210.16,2026-04-29 22:51:39
C2_n100_d100_0056.csv,1578.6,14,40.04,150.04,190.1,2026-04-29 22:54:49
C2_n100_d100_0057.csv,1872.9,20,40.04,150.03,190.1,2026-04-29 22:57:59
C2_n100_d100_0058.csv,1753.3,18,40.03,150.05,190.19,2026-04-29 23:01:09
C2_n100_d100_0059.csv,1999.2,20,60.06,150.03,210.12,2026-04-29 23:04:39
C2_n100_d100_0060.csv,1539.9,11,60.06,150.04,210.12,2026-04-29 23:08:09
C2_n100_d100_0061.csv,1637.4,15,40.04,150.04,190.11,2026-04-29 23:11:20
C2_n100_d100_0062.csv,1408.7,9,80.1,150.06,230.26,2026-04-29 23:15:10
C2_n100_d100_0063.csv,1391.9,11,60.06,150.07,210.16,2026-04-29 23:18:40
C2_n100_d100_0064.csv,1898.1,20,60.06,150.03,210.12,2026-04-29 23:22:10
C2_n100_d100_0065.csv,1511.4,10,60.06,150.04,210.12,2026-04-29 23:25:40
C2_n100_d100_0066.csv,1793,15,60.06,150.03,210.13,2026-04-29 23:29:10
C2_n100_d100_0067.csv,1924.4,21,40.03,150.03,190.09,2026-04-29 23:32:20
C2_n100_d100_0068.csv,1484.4,13,40.04,150.04,190.1,2026-04-29 23:35:31
C2_n100_d100_0069.csv,1366.4,11,40.04,150.04,190.17,2026-04-29 23:38:41
C2_n100_d100_0070.csv,1693,17,40.04,150.03,190.11,2026-04-29 23:41:51
C2_n100_d100_0071.csv,1761.5,17,40.05,150.03,190.11,2026-04-29 23:45:01
C2_n100_d100_0072.csv,1758.4,15,60.08,150.03,210.14,2026-04-29 23:48:31
C2_n100_d100_0073.csv,1475.7,11,60.06,150.05,210.15,2026-04-29 23:52:01
C2_n100_d100_0074.csv,1374.9,10,60.09,150.04,210.23,2026-04-29 23:55:31
C2_n100_d100_0075.csv,1478.5,10,80.08,150.07,230.17,2026-04-29 23:59:22
C2_n100_d100_0076.csv,1738.5,17,40.08,150.04,190.15,2026-04-30 00:02:32
C2_n100_d100_0077.csv,2173.9,24,40.03,150.03,190.09,2026-04-30 00:05:42
C2_n100_d100_0078.csv,1605.3,14,40.05,150.04,190.14,2026-04-30 00:08:52
C2_n100_d100_0079.csv,1939.4,19,40.03,150.04,190.1,2026-04-30 00:12:02
C2_n100_d100_0080.csv,2132.7,23,40.04,150.04,190.1,2026-04-30 00:15:12
C2_n100_d100_0081.csv,1609.6,14,40.05,150.05,190.13,2026-04-30 00:18:22
C2_n100_d100_0082.csv,1474.7,11,60.08,150.04,210.15,2026-04-30 00:21:52
C2_n100_d100_0083.csv,1697.7,15,60.06,150.04,210.13,2026-04-30 00:25:23
C2_n100_d100_0084.csv,1395.5,9,60.08,150.03,210.14,2026-04-30 00:28:53
C2_n100_d100_0085.csv,1493.6,14,60.06,150.03,210.13,2026-04-30 00:32:23
C2_n100_d100_0086.csv,1497.5,12,60.06,150.03,210.12,2026-04-30 00:35:53
C2_n100_d100_0087.csv,1563.3,11,60.06,150.04,210.13,2026-04-30 00:39:23
C2_n100_d25_0001.csv,1537.4,16,40.05,150.03,190.12,2026-04-30 00:42:33
C2_n100_d25_0002.csv,1582.7,15,60.06,150.03,210.12,2026-04-30 00:46:03
C2_n100_d25_0003.csv,1046.6,8,60.08,150.06,210.18,2026-04-30 00:49:34
C2_n100_d25_0004.csv,1705.1,17,40.04,150.06,190.12,2026-04-30 00:52:44
C2_n100_d25_0005.csv,1496.8,15,40.05,150.03,190.1,2026-04-30 00:55:54
C2_n100_d25_0006.csv,1725.9,16,60.1,150.03,210.15,2026-04-30 00:59:24
C2_n100_d25_0007.csv,2102.8,23,60.08,150.05,210.15,2026-04-30 01:02:54
C2_n100_d25_0008.csv,1319.8,13,60.08,150.03,210.14,2026-04-30 01:06:24
C2_n100_d25_0009.csv,1411.2,14,40.03,150.03,190.09,2026-04-30 01:09:34
C2_n100_d25_0010.csv,1568,16,40.04,150.04,190.11,2026-04-30 01:12:44
C2_n100_d25_0011.csv,1736.2,19,40.04,150.04,190.11,2026-04-30 01:15:55
C2_n100_d25_0012.csv,1360,14,40.04,150.06,190.14,2026-04-30 01:19:05
C2_n100_d25_0013.csv,2003.1,21,40.03,150.03,190.09,2026-04-30 01:22:15
C2_n100_d25_0014.csv,1140.3,10,40.04,150.03,190.11,2026-04-30 01:25:25
C2_n100_d25_0015.csv,1127.1,10,40.05,150.03,190.11,2026-04-30 01:28:35
C2_n100_d25_0016.csv,1761.5,19,40.03,150.03,190.09,2026-04-30 01:31:45
C2_n100_d25_0017.csv,1700.4,17,40.04,150.03,190.1,2026-04-30 01:34:55
C2_n100_d25_0018.csv,2093.2,22,40.04,150.06,190.21,2026-04-30 01:38:05
C2_n100_d25_0019.csv,2420.4,25,40.05,150.04,190.12,2026-04-30 01:41:16
C2_n100_d25_0020.csv,1128.3,9,60.07,150.03,210.13,2026-04-30 01:44:46
C2_n100_d25_0021.csv,1644.2,19,40.03,150.03,190.09,2026-04-30 01:47:56
C2_n100_d25_0022.csv,1638.6,17,40.05,150.04,190.12,2026-04-30 01:51:06
C2_n100_d25_0023.csv,2104.2,23,40.04,150.05,190.11,2026-04-30 01:54:16
C2_n100_d25_0024.csv,1778,20,40.04,150.05,190.15,2026-04-30 01:57:26
C2_n100_d25_0025.csv,1951.4,21,40.04,150.04,190.12,2026-04-30 02:00:36
C2_n100_d25_0026.csv,1921.4,22,40.06,150.04,190.12,2026-04-30 02:03:46
C2_n100_d25_0027.csv,1579.8,17,40.05,150.03,190.14,2026-04-30 02:06:56
C2_n100_d25_0028.csv,1413.8,14,40.04,150.03,190.1,2026-04-30 02:10:07
C2_n100_d25_0029.csv,1259.5,11,40.04,150.03,190.11,2026-04-30 02:13:17
C2_n100_d25_0030.csv,1677.1,18,40.05,150.04,190.12,2026-04-30 02:16:27
C2_n100_d25_0031.csv,1354.4,14,40.03,150.06,190.12,2026-04-30 02:19:37
C2_n100_d25_0032.csv,1731.9,18,40.03,150.04,190.1,2026-04-30 02:22:47
C2_n100_d25_0033.csv,1985,21,40.05,150.06,190.14,2026-04-30 02:25:57
C2_n100_d25_0034.csv,2194,22,60.08,150.04,210.15,2026-04-30 02:29:27
C2_n100_d25_0035.csv,1701.5,19,40.04,150.04,190.1,2026-04-30 02:32:37
C2_n100_d25_0036.csv,1281.8,12,40.04,150.03,190.1,2026-04-30 02:35:48
C2_n100_d25_0037.csv,1334.5,13,40.04,150.04,190.12,2026-04-30 02:38:58
C2_n100_d25_0038.csv,1585.5,16,40.03,150.03,190.09,2026-04-30 02:42:08
C2_n100_d50_0001.csv,1118.2,9,40.06,150.04,190.12,2026-04-30 02:45:18
C2_n100_d50_0002.csv,1658,15,60.08,150.03,210.15,2026-04-30 02:48:48
C2_n100_d50_0003.csv,1624.6,18,40.03,150.03,190.09,2026-04-30 02:51:58
C2_n100_d50_0004.csv,1479.6,15,40.04,150.04,190.11,2026-04-30 02:55:08
C2_n100_d50_0005.csv,2053.7,22,40.04,150.04,190.11,2026-04-30 02:58:18
C2_n100_d50_0006.csv,1348.9,12,60.07,150.06,210.16,2026-04-30 03:01:48
C2_n100_d50_0007.csv,1441.4,14,40.04,149.63,189.71,2026-04-30 13:49:35
C2_n100_d50_0008.csv,1571.1,15,60.06,150.04,210.13,2026-04-30 13:53:06
C2_n100_d50_0009.csv,2185.2,23,60.07,150.04,210.2,2026-04-30 13:56:36
C2_n100_d50_0010.csv,1397.7,11,40.04,150.04,190.18,2026-04-30 13:59:46
C2_n100_d50_0011.csv,1615.2,16,40.03,150.05,190.18,2026-04-30 14:02:56
C2_n100_d50_0012.csv,1144.4,10,40.04,150.04,190.1,2026-04-30 14:06:06
C2_n100_d50_0013.csv,1706.3,17,40.04,150.03,190.09,2026-04-30 14:09:16
C2_n100_d50_0014.csv,1910.7,20,40.05,150.04,190.11,2026-04-30 14:12:26
C2_n100_d50_0015.csv,1796.2,19,40.05,150.04,190.11,2026-04-30 14:15:37
C2_n100_d50_0016.csv,1637.3,17,40.04,150.04,190.11,2026-04-30 14:18:47
C2_n100_d50_0017.csv,2137,24,40.05,150.04,190.19,2026-04-30 14:21:57
C2_n100_d50_0018.csv,1135.4,10,40.04,150.04,190.18,2026-04-30 14:25:07
C2_n100_d50_0019.csv,1939.7,21,40.03,150.04,190.09,2026-04-30 14:28:17
C2_n100_d50_0020.csv,1391.6,13,40.04,150.04,190.11,2026-04-30 14:31:27
C2_n100_d50_0021.csv,1885.3,20,60.08,150.04,210.14,2026-04-30 14:34:57
C2_n100_d50_0022.csv,1258.5,11,40.05,150.04,190.13,2026-04-30 14:38:07
C2_n100_d50_0023.csv,1781.6,18,60.09,150.04,210.22,2026-04-30 14:41:38
C2_n100_d50_0024.csv,1489.3,13,60.08,150.04,210.15,2026-04-30 14:45:08
C2_n100_d50_0025.csv,1583.7,16,40.04,150.05,190.19,2026-04-30 14:48:18
C2_n100_d50_0026.csv,1286.2,12,40.04,150.04,190.12,2026-04-30 14:51:28
C2_n100_d50_0027.csv,1750.4,19,40.05,150.04,190.12,2026-04-30 14:54:38
C2_n100_d50_0028.csv,1528.7,14,40.03,150.04,190.12,2026-04-30 14:57:48
C2_n100_d50_0029.csv,1920.7,20,40.05,150.03,190.11,2026-04-30 15:00:58
C2_n100_d50_0030.csv,1928.5,21,40.03,150.04,190.11,2026-04-30 15:04:09
C2_n100_d50_0031.csv,1221.8,12,40.04,150.04,190.11,2026-04-30 15:07:19
C2_n100_d50_0032.csv,1391.1,13,40.04,150.04,190.12,2026-04-30 15:10:29
C2_n100_d50_0033.csv,2011.1,23,40.03,150.03,190.09,2026-04-30 15:13:39
C2_n100_d50_0034.csv,1951.5,21,40.07,150.06,190.26,2026-04-30 15:16:49
C2_n100_d50_0035.csv,1697.9,19,40.03,150.04,190.1,2026-04-30 15:19:59
C2_n100_d50_0036.csv,1388.4,13,40.04,150.04,190.18,2026-04-30 15:23:09
C2_n100_d50_0037.csv,2079.8,22,40.06,150.05,190.2,2026-04-30 15:26:20
C2_n100_d50_0038.csv,1319.8,12,40.04,150.03,190.1,2026-04-30 15:29:30
C2_n100_d50_0039.csv,1644.6,17,60.07,150.05,210.14,2026-04-30 15:33:00
C2_n100_d50_0040.csv,1713.1,18,40.03,150.03,190.19,2026-04-30 15:36:10
C2_n100_d50_0041.csv,1209,10,60.06,150.04,210.2,2026-04-30 15:39:40
C2_n100_d50_0042.csv,1194.5,9,60.08,150.03,210.14,2026-04-30 15:43:10
C2_n100_d50_0043.csv,1264.3,11,40.04,150.04,190.17,2026-04-30 15:46:21
C2_n100_d50_0044.csv,1449.3,15,40.04,150.04,190.1,2026-04-30 15:49:31
C2_n100_d50_0045.csv,2165.8,21,60.06,150.03,210.12,2026-04-30 15:53:01
C2_n100_d50_0046.csv,1636.8,16,40.04,150.04,190.1,2026-04-30 15:56:11
C2_n100_d50_0047.csv,1244,10,60.08,150.04,210.14,2026-04-30 15:59:41
C2_n100_d50_0048.csv,1616.4,16,60.09,150.04,210.15,2026-04-30 16:03:11
C2_n100_d50_0049.csv,1285.7,11,40.05,150.04,190.11,2026-04-30 16:06:21
C2_n100_d50_0050.csv,1637.5,17,40.04,150.04,190.1,2026-04-30 16:09:31
C2_n100_d75_0001.csv,1305.2,10,40.04,150.04,190.11,2026-04-30 16:12:42
C2_n100_d75_0002.csv,1350.3,12,60.1,150.05,210.17,2026-04-30 16:16:12
C2_n100_d75_0003.csv,1555,15,40.03,150.03,190.09,2026-04-30 16:19:22
C2_n100_d75_0004.csv,1471.1,13,40.04,150.06,190.13,2026-04-30 16:22:32
C2_n100_d75_0005.csv,1675.1,13,60.06,150.03,210.12,2026-04-30 16:26:02
C2_n100_d75_0006.csv,2158.4,23,60.06,150.03,210.12,2026-04-30 16:29:32
C2_n100_d75_0007.csv,1553.6,14,60.08,150.04,210.15,2026-04-30 16:33:02
C2_n100_d75_0008.csv,1435.3,12,40.06,150.06,190.15,2026-04-30 16:36:13
C2_n100_d75_0009.csv,1763.3,19,40.04,150.06,190.14,2026-04-30 16:39:23
C2_n100_d75_0010.csv,1432.3,13,40.04,150.04,190.1,2026-04-30 16:42:33
C2_n100_d75_0011.csv,1594.3,16,60.08,150.03,210.16,2026-04-30 16:46:03
C2_n100_d75_0012.csv,1922.8,20,60.06,150.04,210.13,2026-04-30 16:49:33
C2_n100_d75_0013.csv,1659.6,14,60.06,150.04,210.14,2026-04-30 16:53:03
C2_n100_d75_0014.csv,1712.7,17,60.07,150.03,210.13,2026-04-30 16:56:33
C2_n100_d75_0015.csv,1729.1,19,40.03,150.04,190.09,2026-04-30 16:59:43
C2_n100_d75_0016.csv,2100.4,24,40.04,150.04,190.1,2026-04-30 17:02:54
C2_n100_d75_0017.csv,1834.1,19,40.06,150.04,190.12,2026-04-30 17:06:04
C2_n100_d75_0018.csv,1620.5,16,40.03,150.03,190.09,2026-04-30 17:09:14
C2_n100_d75_0019.csv,1566.7,15,40.04,150.04,190.1,2026-04-30 17:12:24
C2_n100_d75_0020.csv,1339.3,12,40.04,150.04,190.1,2026-04-30 17:15:34
C2_n100_d75_0021.csv,2057,23,40.06,150.04,190.12,2026-04-30 17:18:44
C2_n100_d75_0022.csv,1636.7,16,40.06,150.03,190.12,2026-04-30 17:21:54
C2_n100_d75_0023.csv,1935.6,19,40.03,150.04,190.1,2026-04-30 17:25:04
C2_n100_d75_0024.csv,1417.8,13,40.04,150.04,190.13,2026-04-30 17:28:14
C2_n100_d75_0025.csv,1290.7,10,60.06,150.04,210.13,2026-04-30 17:31:45
C2_n100_d75_0026.csv,1810.4,18,60.09,150.04,210.15,2026-04-30 17:35:15
C2_n100_d75_0027.csv,1924,20,40.08,150.03,190.14,2026-04-30 17:38:25
C2_n100_d75_0028.csv,1544.7,15,40.04,150.04,190.11,2026-04-30 17:41:35
C2_n100_d75_0029.csv,1360.6,13,40.06,150.04,190.14,2026-04-30 17:44:45
C2_n100_d75_0030.csv,1590.7,15,40.04,150.03,190.1,2026-04-30 17:47:55
C2_n100_d75_0031.csv,1409.4,12,40.04,150.06,190.12,2026-04-30 17:51:05
C2_n100_d75_0032.csv,2010.5,22,40.08,150.05,190.16,2026-04-30 17:54:15
C2_n100_d75_0033.csv,1653.9,17,40.06,150.04,190.14,2026-04-30 17:57:26
C2_n100_d75_0034.csv,1279.3,11,40.04,150.04,190.11,2026-04-30 18:00:36
C2_n100_d75_0035.csv,1254.1,10,40.04,150.04,190.1,2026-04-30 18:03:46
C2_n100_d75_0036.csv,1939.8,19,40.03,150.03,190.09,2026-04-30 18:06:56
C2_n100_d75_0037.csv,2073.5,22,60.06,150.03,210.12,2026-04-30 18:10:26
C2_n100_d75_0038.csv,1261.5,11,40.05,150.04,190.12,2026-04-30 18:13:36
C2_n100_d75_0039.csv,1740.8,17,60.07,150.03,210.14,2026-04-30 18:17:06
C2_n100_d75_0040.csv,1271,10,60.07,150.04,210.15,2026-04-30 18:20:36
C2_n100_d75_0041.csv,1740.1,18,40.05,150.05,190.15,2026-04-30 18:23:47
C2_n100_d75_0042.csv,1401.9,12,40.04,150.04,190.11,2026-04-30 18:26:57
C2_n100_d75_0043.csv,1881.3,19,40.03,150.04,190.1,2026-04-30 18:30:07
C2_n100_d75_0044.csv,1307.2,10,40.04,150.04,190.11,2026-04-30 18:33:17
C2_n100_d75_0045.csv,1547.2,14,40.04,150.04,190.1,2026-04-30 18:36:27
C2_n100_d75_0046.csv,1734.8,17,40.06,150.04,190.13,2026-04-30 18:39:37
C2_n100_d75_0047.csv,1634.3,14,40.04,150.04,190.11,2026-04-30 18:42:47
C2_n100_d75_0048.csv,1498.3,15,40.06,150.03,190.13,2026-04-30 18:45:57
C2_n100_d75_0049.csv,1334.4,11,40.05,150.05,190.13,2026-04-30 18:49:08
C2_n100_d75_0050.csv,1326.2,11,40.04,150.03,190.12,2026-04-30 18:52:18
C2_n100_d75_0051.csv,1375.4,11,40.04,150.04,190.1,2026-04-30 18:55:28
C2_n100_d75_0052.csv,1435.5,13,40.04,150.04,190.12,2026-04-30 18:58:38
C2_n100_d75_0053.csv,1434.2,13,40.04,150.03,190.1,2026-04-30 19:01:48
C2_n100_d75_0054.csv,1411.1,12,60.07,150.04,210.13,2026-04-30 19:05:18
C2_n100_d75_0055.csv,1628.9,15,40.03,150.04,190.1,2026-04-30 19:08:28
C2_n100_d75_0056.csv,1725.4,16,40.04,150.04,190.1,2026-04-30 19:11:38
C2_n100_d75_0057.csv,1626.5,15,60.06,150.03,210.13,2026-04-30 19:15:08
C2_n100_d75_0058.csv,1717.1,17,40.04,150.04,190.12,2026-04-30 19:18:19
C2_n100_d75_0059.csv,1709,17,60.06,150.03,210.12,2026-04-30 19:21:49
C2_n100_d75_0060.csv,1529.1,15,40.05,150.03,190.11,2026-04-30 19:24:59
C2_n100_d75_0061.csv,1300.2,9,60.1,150.04,210.17,2026-04-30 19:28:29
C2_n100_d75_0062.csv,2077,22,60.06,150.04,210.13,2026-04-30 19:31:59
C2_n100_d75_0063.csv,1577.4,14,60.09,150.04,210.15,2026-04-30 19:35:29
C2_n100_d75_0064.csv,1266,9,60.06,150.03,210.13,2026-04-30 19:38:59
C2_n100_d75_0065.csv,1598.6,15,60.06,150.03,210.12,2026-04-30 19:42:29
C2_n100_d75_0066.csv,1769.7,19,60.06,150.06,210.15,2026-04-30 19:46:00
C2_n100_d75_0067.csv,2011.8,22,60.06,150.04,210.12,2026-04-30 19:49:30
C2_n100_d75_0068.csv,1265,9,60.09,150.04,210.16,2026-04-30 19:53:00
C2_n100_d75_0069.csv,1321.2,11,40.04,150.04,190.11,2026-04-30 19:56:10
C2_n100_d75_0070.csv,1273.7,10,40.04,150.04,190.1,2026-04-30 19:59:20
C2_n100_d75_0071.csv,1426.9,13,40.03,150.03,190.09,2026-04-30 20:02:30
C2_n100_d75_0072.csv,1621.9,15,60.08,150.04,210.14,2026-04-30 20:06:00
C2_n100_d75_0073.csv,1372.8,11,60.06,150.03,210.16,2026-04-30 20:09:31
C2_n100_d75_0074.csv,1466.6,14,60.07,150.04,210.16,2026-04-30 20:13:01
C2_n100_d75_0075.csv,1424.6,13,40.03,150.04,190.1,2026-04-30 20:16:11
R1_n100_d100_0001.csv,1949.3,15,60.07,150.04,210.13,2026-04-30 20:19:41
R1_n100_d100_0002.csv,1886.1,14,80.12,150.04,230.18,2026-04-30 20:23:31
R1_n100_d100_0003.csv,2370.8,19,60.07,150.03,210.15,2026-04-30 20:27:01
R1_n100_d100_0004.csv,1939.7,16,40.06,150.04,190.12,2026-04-30 20:30:11
R1_n100_d100_0005.csv,2011.8,16,40.04,150.05,190.12,2026-04-30 20:33:22
R1_n100_d100_0006.csv,1824.6,16,60.07,150.04,210.15,2026-04-30 20:36:52
R1_n100_d100_0007.csv,2214.9,20,60.07,150.03,210.13,2026-04-30 20:40:22
R1_n100_d100_0008.csv,1952.5,15,60.11,150.04,210.17,2026-04-30 20:43:52
R1_n100_d100_0009.csv,2423.8,23,60.06,150.04,210.12,2026-04-30 20:47:22
R1_n100_d100_0010.csv,1732.3,14,40.04,150.05,190.11,2026-04-30 20:50:32
R1_n100_d100_0011.csv,2447.6,22,60.11,150.04,210.18,2026-04-30 20:54:02
R1_n100_d100_0012.csv,2191.8,19,60.07,150.03,210.13,2026-04-30 20:57:32
R1_n100_d100_0013.csv,2004.1,18,40.04,150.04,190.1,2026-04-30 21:00:43
R1_n100_d100_0014.csv,2133.2,16,80.13,150.07,230.22,2026-04-30 21:04:33
R1_n100_d100_0015.csv,2067.2,15,80.12,150.04,230.2,2026-04-30 21:08:23
R1_n100_d100_0016.csv,2134.3,17,60.07,150.03,210.14,2026-04-30 21:11:53
R1_n100_d100_0017.csv,2386.4,20,80.09,150.03,230.15,2026-04-30 21:15:43
R1_n100_d100_0018.csv,2061.6,17,60.08,150.08,210.18,2026-04-30 21:19:13
R1_n100_d100_0019.csv,1893.5,14,60.07,150.05,210.15,2026-04-30 21:22:44
R1_n100_d100_0020.csv,1926.2,16,40.04,150.04,190.11,2026-04-30 21:25:54
R1_n100_d100_0021.csv,2081.1,16,60.14,150.07,210.26,2026-04-30 21:29:24
R1_n100_d100_0022.csv,2002.1,17,80.09,150.04,230.15,2026-04-30 21:33:14
R1_n100_d100_0023.csv,1854.8,15,60.1,150.04,210.19,2026-04-30 21:36:44
R1_n100_d100_0024.csv,1978.3,15,60.1,150.07,210.2,2026-04-30 21:40:15
R1_n100_d100_0025.csv,2150,20,60.08,150.04,210.15,2026-04-30 21:43:45
R1_n100_d100_0026.csv,1980.6,18,60.08,150.04,210.14,2026-04-30 21:47:15
R1_n100_d100_0027.csv,2539.3,23,60.08,150.03,210.14,2026-04-30 21:50:45
R1_n100_d100_0028.csv,2016.2,16,60.07,150.03,210.13,2026-04-30 21:54:15
R1_n100_d100_0029.csv,1992.7,14,60.07,150.04,210.14,2026-04-30 21:57:45
R1_n100_d100_0030.csv,1975,16,60.07,150.07,210.17,2026-04-30 22:01:15
R1_n100_d100_0031.csv,1775,15,60.1,150.04,210.16,2026-04-30 22:04:46
R1_n100_d100_0032.csv,2058.6,16,80.14,150.04,230.21,2026-04-30 22:08:36
R1_n100_d100_0033.csv,2004.7,17,60.08,150.04,210.14,2026-04-30 22:12:06
R1_n100_d100_0034.csv,2101,16,80.1,150.04,230.17,2026-04-30 22:15:56
R1_n100_d100_0035.csv,1938.2,16,60.1,150.05,210.18,2026-04-30 22:19:26
R1_n100_d100_0036.csv,1914.9,15,60.1,150.04,210.18,2026-04-30 22:22:56
R1_n100_d100_0037.csv,2279.1,23,60.09,150.04,210.16,2026-04-30 22:26:27
R1_n100_d100_0038.csv,1788.9,14,60.08,150.05,210.15,2026-04-30 22:29:57
R1_n100_d100_0039.csv,1988.6,16,60.09,150.05,210.17,2026-04-30 22:33:27
R1_n100_d100_0040.csv,2150,20,60.06,150.03,210.12,2026-04-30 22:36:57
R1_n100_d100_0041.csv,1606.3,14,60.09,150.04,210.16,2026-04-30 22:40:27
R1_n100_d100_0042.csv,2125.2,15,100.13,150.04,250.21,2026-04-30 22:44:37
R1_n100_d100_0043.csv,2026.5,18,60.1,150.04,210.18,2026-04-30 22:48:08
R1_n100_d100_0044.csv,2211.7,16,100.14,150.04,250.22,2026-04-30 22:52:18
R1_n100_d100_0045.csv,2070.2,17,60.07,150.05,210.15,2026-04-30 22:55:48
R1_n100_d100_0046.csv,2286.1,19,80.1,150.03,230.18,2026-04-30 22:59:38
R1_n100_d100_0047.csv,2092.9,17,60.07,150.04,210.14,2026-04-30 23:03:08
R1_n100_d100_0048.csv,1897.4,15,60.11,150.06,210.19,2026-04-30 23:06:39
R1_n100_d100_0049.csv,1832,15,60.07,150.08,210.17,2026-04-30 23:10:09
R1_n100_d100_0050.csv,2093.1,19,60.06,150.04,210.13,2026-04-30 23:13:39
R1_n100_d100_0051.csv,1877,14,80.11,150.04,230.18,2026-04-30 23:17:29
R1_n100_d100_0052.csv,1995.1,16,60.08,150.04,210.15,2026-04-30 23:20:59
R1_n100_d100_0053.csv,2030.4,15,100.17,150.07,250.27,2026-04-30 23:25:09
R1_n100_d100_0054.csv,1906.3,14,80.15,150.04,230.22,2026-04-30 23:29:00
R1_n100_d100_0055.csv,1938.9,14,80.14,150.04,230.22,2026-04-30 23:32:50
R1_n100_d100_0056.csv,1771.8,14,60.1,150.05,210.17,2026-04-30 23:36:20
R1_n100_d100_0057.csv,1845.5,14,60.09,150.04,210.16,2026-04-30 23:39:50
R1_n100_d100_0058.csv,1863.2,15,60.11,150.04,210.19,2026-04-30 23:43:20
R1_n100_d100_0059.csv,1716.4,13,60.08,150.88,210.99,2026-05-02 16:14:19
R1_n100_d100_0060.csv,1863.2,14,60.07,150.04,210.14,2026-05-02 16:17:49
R1_n100_d100_0061.csv,2301.3,21,60.09,150.04,210.15,2026-05-02 16:21:19
R1_n100_d100_0062.csv,2044.6,16,80.09,150.04,230.16,2026-05-02 16:25:09
R1_n100_d100_0063.csv,2010.7,17,60.07,150.04,210.13,2026-05-02 16:28:39
R1_n100_d100_0064.csv,2152,20,60.06,150.05,210.22,2026-05-02 16:32:10
R1_n100_d100_0065.csv,2596.4,23,80.09,150.04,230.27,2026-05-02 16:36:00
R1_n100_d100_0066.csv,2367.6,20,60.07,150.04,210.2,2026-05-02 16:39:30
R1_n100_d100_0067.csv,1926.1,14,1525.55,150.07,1675.77,2026-05-02 17:07:26
R1_n100_d100_0068.csv,2053.9,16,60.07,150.03,210.13,2026-05-02 17:10:56
R1_n100_d100_0069.csv,1951.7,16,60.1,150.04,210.16,2026-05-02 17:14:26
R1_n100_d100_0070.csv,2014.7,16,60.07,150.05,210.15,2026-05-02 17:17:56
R1_n100_d100_0071.csv,2088.9,16,60.14,150.05,210.22,2026-05-02 17:21:26
R1_n100_d100_0072.csv,2148.1,19,60.49,150.04,210.57,2026-05-02 17:24:57
R1_n100_d100_0073.csv,2045.9,15,80.12,150.05,230.2,2026-05-02 17:28:47
R1_n100_d100_0074.csv,2297,20,80.12,150.05,230.21,2026-05-02 17:32:37
R1_n100_d100_0075.csv,2324.1,21,60.07,150.04,210.14,2026-05-02 17:36:08
R1_n100_d100_0076.csv,1971.4,16,80.1,150.04,230.17,2026-05-02 17:39:58
R1_n100_d100_0077.csv,2279.9,21,60.06,150.04,210.13,2026-05-02 17:43:28
R1_n100_d100_0078.csv,1825.4,14,80.1,150.03,230.17,2026-05-02 17:47:18
R1_n100_d100_0079.csv,1866.6,15,60.07,150.05,210.15,2026-05-02 17:50:48
R1_n100_d100_0080.csv,2120.5,19,40.05,150.04,190.12,2026-05-02 17:53:58
R1_n100_d100_0081.csv,2123.9,20,60.06,150.04,210.12,2026-05-02 17:57:28
R1_n100_d100_0082.csv,2012.2,17,60.07,150.04,210.13,2026-05-02 18:00:59
R1_n100_d100_0083.csv,1926.3,14,60.13,150.05,210.21,2026-05-02 18:04:29
R1_n100_d100_0084.csv,1915.8,14,80.1,150.03,230.17,2026-05-02 18:08:19
R1_n100_d100_0085.csv,2172,21,60.08,150.04,210.14,2026-05-02 18:11:49
R1_n100_d100_0086.csv,1869.9,15,40.06,150.04,190.12,2026-05-02 18:14:59
R1_n100_d100_0087.csv,2005.4,16,60.09,150.04,210.15,2026-05-02 18:18:29
R1_n100_d25_0001.csv,1960.5,17,60.08,150.03,210.14,2026-05-02 18:22:00
R1_n100_d25_0002.csv,1557.7,12,60.08,150.04,210.14,2026-05-02 22:21:26
R1_n100_d25_0003.csv,1943.1,19,60.07,150.04,210.13,2026-05-02 22:24:56
R1_n100_d25_0004.csv,1815.4,17,40.04,150.05,190.12,2026-05-02 23:28:01
R1_n100_d25_0005.csv,1566.1,12,60.07,150.03,210.15,2026-05-02 23:31:31
R1_n100_d25_0006.csv,1997.8,18,80.1,150.04,230.24,2026-05-02 23:35:21
R1_n100_d25_0007.csv,1578.1,12,60.08,150.05,210.24,2026-05-02 23:38:51
R1_n100_d25_0008.csv,2307.8,23,60.06,150.04,210.13,2026-05-02 23:42:22
